Year,Region,Acc-ID,Realized,Budget y,Budget y+1,Slack
2016,SZ,3,1531100.2,1452702.6,1495413.4,-78397.59999999986
2016,SZ,4,1542969.0,1397465.4,1446097.4999999998,-145503.59999999986
2016,SZ,5,61390.0,77300.0,77500.0,15910.0
2016,SZ,6,32689.1,31578.0,24410.9,-1111.1000000000022
2016,SZ,1,797225.1,0.0,0.0,0.0
2016,SZ,2,797224.8999999999,0.0,0.0,0.0
2016,OW,3,315529.0,309083.0,315310.0,-6446.0
2016,OW,4,304768.26,301642.0,305154.0,-3126.2600000000093
2016,OW,5,36889.0,30287.0,46492.0,-6602.0
2016,OW,6,19621.0,15539.0,35846.0,-4082.0
2016,OW,1,287800.0,0.0,0.0,0.0
2016,OW,2,287800.0,0.0,0.0,0.0
2016,NW,3,393309.81545,393661.50000000006,404171.1,351.6845500000636
2016,NW,4,390494.9,391593.70000000007,401877.8000000001,1098.8000000000466
2016,NW,5,24018.3,30510.8,27930.1,6492.5
2016,NW,6,12462.8,14994.5,11188.9,2531.7000000000007
2016,NW,1,632585.0,607153.8,597904.1,-25431.19999999996
2016,NW,2,632585.1,607153.8,597904.1,-25431.29999999993
2016,GL,3,372170.0,352110.4,347437.0,-20059.600000000035
2016,GL,4,373180.0,339024.1,348074.0,-34155.90000000002
2016,GL,5,29758.0,31807.0,38775.0,2049.0
2016,GL,6,13185.0,13643.0,14939.0,458.0
2016,GL,1,573937.0,0.0,0.0,0.0
2016,GL,2,573937.0,0.0,0.0,0.0
2016,ZG,3,1442777.3000000005,1458538.66,1460953.6209999998,15761.359999999637
2016,ZG,4,1350656.7,1288194.9,1343956.277,-62461.80000000005
2016,ZG,5,117909.2,128207.2,138353.9,10298.0
2016,ZG,6,22033.1,18089.0,14940.5,-3944.100000000002
2016,ZG,1,1463084.0,0.0,0.0,0.0
2016,ZG,2,1463084.0,0.0,0.0,0.0
2016,FR,3,3545402.0,3324746.0,3455029.0,-220656.0
2016,FR,4,3469610.0,3325253.0,3455503.0,-144357.0
2016,FR,5,139145.0,164537.0,196881.0,25392.0
2016,FR,6,33573.0,34887.0,41003.0,1314.0
2016,FR,1,3129145.0,0.0,0.0,0.0
2016,FR,2,3129145.0,0.0,0.0,0.0
2016,SO,3,2165677.3,2087395.1,2138310.8,-78282.19999999995
2016,SO,4,2158698.7,2022167.1,2140237.8,-136531.60000000033
2016,SO,5,158855.3,162200.0,167092.8,3344.700000000012
2016,SO,6,32449.0,35156.600000000006,38975.5,2707.600000000006
2016,SO,1,2740727.1,0.0,0.0,0.0
2016,SO,2,2740727.0,0.0,0.0,0.0
2016,BS,3,5195651.560270001,5099735.751,4158681.887,-95915.80927000102
2016,BS,4,4744166.781,4147609.823,4301957.414000001,-596556.9580000001
2016,BS,5,505797.22399999993,545515.8859999999,569177.568,39718.66200000001
2016,BS,6,23354.819,15927.562,76792.087,-7427.257
2016,BS,1,11358632.59483,0.0,0.0,0.0
2016,BS,2,11358632.59483,0.0,0.0,0.0
2016,BL,3,2901679.3,2614622.7,2661925.0,-287056.5999999996
2016,BL,4,2696757.8000000003,2573571.9,2642987.0,-123185.90000000036
2016,BL,5,231748.3,232533.8,288100.0,785.4999999999709
2016,BL,6,18601.8,37390.0,28010.0,18788.2
2016,BL,1,4388774.7,0.0,0.0,0.0
2016,BL,2,4388774.5,0.0,0.0,0.0
2016,SH,3,722246.7579999999,684415.0,693144.8,-37831.75799999992
2016,SH,4,738838.6409999998,668291.8,688953.8999999999,-70546.84099999978
2016,SH,5,37462.784,32790.0,32955.0,-4672.784
2016,SH,6,21469.019,7752.2,18392.6,-13716.819
2016,AR,3,471941.0,451416.8,475649.0,-20524.20000000001
2016,AR,4,467956.0,462329.2,490423.0,-5626.800000000047
2016,AR,5,38277.0,38941.5,36857.0,664.5
2016,AR,6,14057.0,11698.0,10932.0,-2359.0
2016,AR,1,444263.0,0.0,428817.0,0.0
2016,AR,2,444263.0,0.0,428817.0,0.0
2016,AI,3,154322.30000000002,148025.5,152480.4,-6296.8000000000175
2016,AI,4,158132.0,146057.0,150220.0,-12075.0
2016,AI,5,17012.8,20975.0,13300.0,3962.2000000000007
2016,AI,6,2507.7,2180.0,2350.0,-327.6999999999998
2016,AI,1,184666.0,0.0,0.0,0.0
2016,AI,2,184666.0,0.0,0.0,0.0
2016,SG,3,4874082.69422,4928552.5,4906231.3,54469.80578000005
2016,SG,4,4882219.4340900015,4897654.4,5195439.399999999,15434.965909998864
2016,SG,5,187408.34395,320696.1,987894.3,133287.75605
2016,SG,6,51044.625100000005,54446.3,148853.4,3401.674899999998
2016,SG,1,3406557.1214499995,0.0,0.0,0.0
2016,SG,2,3406557.1214500004,0.0,0.0,0.0
2016,GR,3,2445179.5,2413778.0,2459369.0,-31401.5
2016,GR,4,2393711.2,2362962.0,2439243.0,-30749.200000000183
2016,GR,5,355890.5,400254.0,428451.0,44363.5
2016,GR,6,148694.8,153029.0,154768.0,4334.200000000012
2016,GR,1,3782706.4,0.0,0.0,0.0
2016,GR,2,3782706.4,0.0,0.0,0.0
2016,AG,3,5180599.741819999,5116164.293,5211418.932879999,-64435.44881999958
2016,AG,4,5045667.199770001,5088678.947999999,5175294.66335,43011.74822999816
2016,AG,5,283777.18446,290257.94,269373.6642,6480.755539999984
2016,AG,6,117156.28098,119243.344,108638.008,2087.063019999987
2016,AG,1,3369834.5466,0.0,0.0,0.0
2016,AG,2,3369834.5469000004,0.0,0.0,0.0
2016,TG,3,2032952.0,2048802.0,2099398.0,15850.0
2016,TG,4,2034686.0,2040936.0,2107263.0,6250.0
2016,TG,5,78911.0,105587.0,97170.0,26676.0
2016,TG,6,35679.0,46181.0,39753.0,10502.0
2016,TG,1,1887705.0,0.0,0.0,0.0
2016,TG,2,1887705.0,0.0,0.0,0.0
2016,TI,3,3621137.14512,3605092.34,3637685.37,-16044.80511999922
2016,TI,4,3573705.176300001,3517204.65,3603951.5,-56500.52630000096
2016,TI,5,285338.48401,343029.75,337357.10000000003,57691.26598999999
2016,TI,6,118756.42964,132379.55,119739.2,13623.12036
2016,TI,1,6653100.14029,0.0,0.0,0.0
2016,TI,2,6653100.14029,0.0,0.0,0.0
2016,VD,3,9639294.25294,9159143.1,9298030.4,-480151.1529400013
2016,VD,4,9925559.726109998,9160680.6,9298092.4,-764879.1261099987
2016,VD,5,408635.7206900001,463118.0,405551.0,54482.279309999954
2016,VD,6,62344.77451999999,25188.0,40494.0,-37156.77451999999
2016,VD,1,8386065.98913,0.0,0.0,0.0
2016,VD,2,8386065.98913,0.0,0.0,0.0
2016,VS,3,3272481.7,3205779.6,3371778.3,-66702.1000000001
2016,VS,4,3314248.0,3205779.6,3371931.4,-108468.3999999999
2016,VS,5,496321.79999999993,588673.0,609428.4,92351.20000000008
2016,VS,6,346959.9,398718.9,389144.8,51759.00000000006
2016,NE,3,2228298.85562,2191757.84991,2206332.57652,-36541.00571000017
2016,NE,4,2154174.61241,2177386.167,2156294.55102,23211.554590000305
2016,NE,5,76171.32800000001,96198.29,88410.671,20026.962
2016,NE,6,29419.835,34710.45,25459.068,5290.614999999998
2016,GE,3,8285378.504260002,7952951.182,8190527.6115886,-332427.3222600017
2016,GE,4,8346586.865079999,7962383.537,8111011.2239999985,-384203.3280799985
2016,GE,5,560488.7124399998,794662.4300000002,829533.8859999999,234173.7175600004
2016,GE,6,137365.11167,23690.615,17574.665,-113674.49667000002
2016,GE,1,19767207.88136,0.0,0.0,0.0
2016,GE,2,19767207.88136001,0.0,0.0,0.0
2016,JU,3,910410.90488,913272.2,919712.0,2861.2951200001407
2016,JU,4,902965.69619,906472.8000000002,914120.2,3507.1038100002334
2016,JU,5,39866.29432,50697.8,45806.2,10831.505679999997
2016,JU,6,11343.448229999998,14778.5,12880.4,3435.051770000002
2016,JU,1,710079.99973,0.0,0.0,0.0
2016,JU,2,710079.9997299999,0.0,0.0,0.0
2018,ZH,3,15399259.22183,15526205.832,15602607.67865,126946.6101699993
2018,ZH,4,15947665.542970002,15655883.21792,15751028.785920002,-291782.325050002
2018,ZH,5,1109624.41941,1165275.25,1373479.26,55650.83058999991
2018,ZH,6,120779.74507999998,108146.0,88022.016,-12633.74507999998
2018,ZH,1,21820308.39625,0.0,0.0,0.0
2018,ZH,2,21820308.39625,0.0,0.0,0.0
2018,BE,3,11448019.339889998,11171426.88725,11359106.29578,-276592.45263999887
2018,BE,4,11708955.079,11279863.08282,11482282.26951,-429091.9961799998
2018,BE,5,508369.71376,666902.534,610863.89,158532.82023999997
2018,BE,6,122227.00723,197449.15,174864.65,75222.14276999999
2018,BE,1,13479959.724210002,12118342.336230002,12026787.50421,-1361617.3879799992
2018,BE,2,13479959.72421,12118342.336230004,12026787.504210005,-1361617.3879799957
2018,LU,3,3685839.1920000007,3697015.4898,3689272.38988,11176.29779999936
2018,LU,4,3753326.02756,3653450.996,3663017.39595,-99875.03155999957
2018,LU,5,123931.46603,203831.0,238213.029,79899.53397
2018,LU,6,30150.18961,51435.328,73669.178,21285.13839
2018,LU,1,6444042.857999999,6131911.345,6294450.986810001,-312131.51299999934
