Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_neu_IR0068,68,Ausserordentliche Investitionseinnahmen,0,0.0,0.0,AR,2020,0
HRM2_BI0010,10,Finanzvermögen,155926.00000000003,180109.69999999998,190936.0,AR,2020,-24183.699999999953
HRM2_BI0014,14,Verwaltungsvermögen,220003.2,191940.40000000002,208239.0,AR,2020,28062.79999999999
HRM2_BI0020,20,Fremdkapital,214631.40000000002,208922.8,246698.4,AR,2020,5708.600000000035
HRM2_BI0029,29,Eigenkapital,161297.7,163127.4,152477.0,AR,2020,-1829.6999999999825
HRM2_ER0030,30,Personalaufwand,3014248.8,2991942.8,3108655.7,BE,2020,22306.0
HRM2_ER0031,31,Sach- und übriger Betriebsaufwand,994503.8,939551.7,1007929.7,BE,2020,54952.10000000009
HRM2_neu_ER0033,33,Abschreibungen VV,300506.2,284859.4,290047.2,BE,2020,15646.799999999988
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,79600.1,155280.4,79570.7,BE,2020,-75680.29999999999
HRM2_ER0036,36,Transferaufwand,6464934,6695358.3,6584477.6,BE,2020,-230424.2999999998
HRM2_ER0037,37,Durchlaufende Beiträge,583713,584352.2,580280.0,BE,2020,-639.1999999999534
HRM2_ER0039,39,Interne Verrechungen,156150.1,153576.1,169232.3,BE,2020,2574.0
HRM2_neu_ER0040,40,Fiskalertrag,5774090,5708516.4,5311910.0,BE,2020,65573.59999999963
HRM2_ER0041,41,Regalien und Konzessionen,139453,381443.9,302390.5,BE,2020,-241990.90000000002
HRM2_ER0042,42,Entgelte,569116.2,614519.4,543642.8,BE,2020,-45403.20000000007
HRM2_neu_ER0043,43,Verschiedene Erträge,1927,1994.3,2629.7,BE,2020,-67.29999999999995
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,82535,101706.2,84732.1,BE,2020,-19171.199999999997
HRM2_ER0046,46,Transferertrag,4189307.3,4080998.0,3955327.6,BE,2020,108309.29999999981
HRM2_ER0047,47,Durchlaufende Beiträge,583713,584352.2,580280.0,BE,2020,-639.1999999999534
HRM2_ER0049,49,Interne Verrechnungen,156150.1,153576.1,169232.3,BE,2020,2574.0
HRM2_neu_ER0034,34,Finanzaufwand,85415,84915.1,78184.0,BE,2020,499.8999999999942
HRM2_neu_ER0044,44,Finanzertrag,282357.9,316024.1,285787.9,BE,2020,-33666.19999999995
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,25679.7,14594.8,22520.0,BE,2020,11084.900000000001
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,144404.7,1515.3,136238.0,BE,2020,142889.40000000002
HRM2_IR0050,50,Sachanlagen,335601.7,307619.3,282113.2,BE,2020,27982.400000000023
